SEGMENTO,CIUDAD,UID,CANCEL_PREV,PESO,USD_SUBTOTAL,DESCUENTOS,CORTESIA,FALTANTES,PQRs,DEMORA,VOLVIO
Hogar,BOG,9n3pM7ZaeTa30eOppjTw2Sq6xVh2,0,42.2,46.84,0,0,0,0,8,1
Hogar,BOG,9n7LPHEDMLgVm5SIMKMoQRF8m3F2,0,1.0,19.16,0,0,0,0,9,1
Comercio,BOG,9nIvyrustcetpHpOwLinvXQI7623,0,157.9,120.91,0,0,0,4,6,1
Líderes de Comunidad,BOG,9nMmZor1wZU5h1XOL9NEGctVlYK2,0,31.0,14.53,0,0,0,0,14,1
Hogar,BOG,9nN3T8YT94Q9cytjVjFjlNepBop2,0,30.2,39.89,0,0,0,0,8,0
Restaurante,BOG,9nPOpZnLkISWfyMYnQQPppexaiJ2,0,48.0,21.04,0,0,0,0,3,1
Comercio,BOG,9nSvIac8U3TPRRsgW7M5h2xKCi92,0,5.2,17.47,0,1,0,0,5,1
Comercio,BAQ,9nViI60Y0icROo23XtSiyNJVAZ93,0,5.0,20.81,0,0,0,1,7,1
Hogar,BAQ,9naX3Bt0XZPk1yw9UxSSadPIM0F2,0,42.4,35.05,0,0,2,0,7,1
Restaurante,CMX,9nohZiqZqXdfFUQpo0wb4tDp4m63,0,40.5,32.06,0,0,0,0,7,1
Hogar,BOG,9nqLLUxHZhhi79UtS4GLa9m8okM2,0,34.1,37.53,0,0,0,0,8,1
Comercio,BOG,9nyeSO1l37h50hCps8T15vumRgk1,0,34.0,30.33,0,0,0,2,7,1
Comercio,BOG,9o1WEmvuwaVJvEo1VECQplIk5Vl2,0,76.1,55.53,0,0,1,0,6,1
Hogar,BOG,9o85kYX53LQoHyRbooA3fQoAqdf2,0,9.6,7.28,0,0,0,0,5,1
Restaurante,CMX,9oAqTQ8YGDdyrA2n9Lmff722Y4d2,0,30.0,25.48,0,0,0,0,6,1
Comercio,BOG,9oaKbKiwIlSUg4n8OUHljiva4e42,0,7.0,28.66,0,0,0,0,10,0
Líderes de Comunidad,BOG,9ojw1bEaz7PMaalrAUwoVHHJ0nD3,0,53.0,46.42,0,1,0,1,10,1
Hogar,BOG,9orZMBYxDXWloVp78F92w9uKjUs2,0,6.0,17.68,0,1,0,0,10,1
Restaurante,CMX,9ot5bcs07WPmUBegsRL3enA5aRp1,0,23.0,4.68,0,0,0,0,10,1
Hogar,BOG,9p1dJGwzNVhmnPfxhiIwpJYk0KW2,0,45.4,24.72,0,0,0,0,10,1
Restaurante,BOG,9pNCJcyumxSRw1iOx9RGyrqOEd83,0,62.0,24.65,0,1,0,1,7,1
Hogar,BAQ,9pVKw8y8syLdhJ1mC5W3cRcsop73,0,19.0,23.62,0,0,0,0,4,0
Comercio,BOG,9pXyN4FtToZsZiZ2bCCV9xkNhSe2,0,17.0,46.31,0,0,0,1,8,1
Restaurante,BOG,9pbSMKwe3dWrGtSpjAdKCenJlWO2,0,18.26,16.27,0,0,1,0,9,1
Restaurante,BOG,9prPgBY3hgb2fLjt0V5oN6iDkm42,0,37.7,45.97,0,0,0,0,0,1
Hogar,BAQ,9pv38hr1Ugh39fuWY3PbwCeIjlf2,0,11.5,15.82,0,0,0,0,6,1
Hogar,BOG,9pwUCKtfqJaU0ND5S20ZJ8CzLi93,0,36.4,22.47,0,0,1,0,7,1
Hogar,BOG,9pznFY1wMTQXESKZB992HWpUQxI2,0,32.5,19.95,0,0,0,0,10,0
Hogar,BOG,9q5dtBTIEWQVnVLqMvywkPGwWNJ2,0,12.9,27.18,0,0,0,0,6,0
Hogar,BOG,9q6qQfQwgicvAGua7E3vGkuQunn2,0,42.4,29.01,0,0,1,0,9,1
Comercio,BAQ,9qBoohuueBPMeROCPFM2ZwG2WpB2,0,31.5,21.83,0,1,0,0,6,1
Restaurante,CMX,9qRmQJ8IbjXVEdyvK64pit5TqI33,0,5.0,4.86,0,1,0,1,10,1
Hogar,BOG,9qgcJzNb1KOA7mZZGDM9V9QeCZZ2,0,71.3,49.56,0,0,1,0,5,1
Comercio,CMX,9qk2LvxDBhQwrdp4lGCv2LpLfVQ2,0,18.0,22.47,0,0,0,0,7,1
Líderes de Comunidad,BOG,9qpae0USPfcOmNzkJ27PU3Fa8RJ2,0,19.0,10.13,0,0,0,0,8,1
Restaurante,BOG,9qwdmcZynWQtCgMskGhx49ih1dG2,0,5.0,15.15,0,1,0,0,7,1
Hogar,BOG,9rGgBXxvK3OKmgdY1XV0pBB851d2,0,37.5,39.91,0,0,0,0,6,1
Restaurante,CMX,9rIc2DQE7RWTbrpy1W8iDuCj5jt1,0,40.0,42.65,0,0,2,0,5,1
Comercio,CMX,9rOGB660qsWZwkaCnrQJ6H62ZKE2,0,53.0,97.96,0,0,0,0,7,0
Institución,BOG,9rS915utX4gU57f0KWthjxuFbWt1,0,31.5,31.47,0,0,0,0,-2,1
Hogar,BOG,9rUiHgytGFUhg4dqwbrlolbe7gK2,0,45.7,30.06,0,0,0,0,8,1
Restaurante,CMX,9rYi92JkvoWdG83rvkXPlCto5ir2,0,28.5,24.8,0,1,0,0,6,1
Hogar,BOG,9sPUYLDjdPdIcd74FXl9w8uz0So1,0,51.2,50.67,0,0,0,0,4,1
Comercio,BOG,9sQq8M0lrkZbvdSk8rRoIKhSgR32,0,72.0,30.55,0,1,0,0,9,1
Hogar,BOG,9t5v1t4qQHOpBtRk11AdbP99O8X2,0,76.1,68.35,0,0,1,0,7,1
Restaurante,CMX,9t6bHwtbVGbCAU9pgiZRQoK9YJn2,0,4.5,5.12,0,1,0,1,10,1
Restaurante,BAQ,9t8I8qvr1IVYoHwA9dEJ7LUQ6bn1,0,68.0,20.95,0,1,0,0,7,1
Restaurante,BOG,9tIVsLzHSaaEeGW4bWLFyx94VbS2,0,31.0,13.91,0,0,0,0,5,1
Hogar,BAQ,9tnBdsTLyPZM1JtjazjTRTkoX0a2,0,26.4,18.79,0,0,0,0,7,0
Comercio,CMX,9tnIN5P0R1fccDWTxNpijOd0fAw2,0,4.0,89.87,0,0,0,0,6,0
Restaurante,BOG,9uG5revFCGNw44UBOVYTxJmdKR72,0,43.4,30.76,0,0,0,0,4,1
Restaurante,CMX,9ur2RdgdDQUKf5GASFg0zJ4Opjr1,0,104.9,82.41,0,1,0,0,5,1
Comercio,BAQ,9us1hXKTN4hw73rbdK6rFlkjE982,0,129.0,65.68,0,1,0,1,7,1
Restaurante,BOG,9vHS4ap839Y67CORyFGujLI4r5V2,0,16.04,8.45,0,0,0,1,8,1
Líderes de Comunidad,BOG,9vJQoxhFwvT3VC8MuoxGyua4RVp1,0,34.0,26.79,0,0,3,2,11,1
Hogar,BOG,9vh29Dd19tMppad8dQj0IjcQre03,0,10.4,34.56,0,0,0,0,2,1
Hogar,BOG,9vr2NQGNfFdNL2Jsg4LbcgUDDh13,0,11.75,11.27,0,0,0,0,10,1
Comercio,BOG,9w30yI5GX9OQXhjKO6CdfYympSJ2,0,5.0,10.2,0,1,0,1,11,1
Restaurante,BOG,9w9bBZVIxjbeNocXPDJB5F21oKb2,0,20.0,12.46,0,0,0,0,9,1
Comercio,CMX,9wDAQ7gBB7eJjMm6x1Plb9B4GBA2,0,5.0,4.06,0,1,0,0,8,0
Restaurante,CMX,9wfVqLxlYTb96BGXdjscKpqRXPq1,0,54.5,24.5,0,0,0,1,7,1
Hogar,BOG,9ww3mwpc5VZ127OF4G4dlxNypiD2,0,37.5,27.52,0,0,0,0,4,0
Restaurante,BOG,9x6WDL1dOQUWEIYAhsui1vLKs2z2,0,33.5,17.75,0,0,0,1,6,1
Hogar,BOG,9x6YqclvxcRi2jUYxPmeBOrS9uB3,0,41.6,30.23,0,0,1,1,6,1
Institución,BOG,9x7vzgJUEtNapAgpJLClY90Xpef2,0,32.5,30.45,0,0,0,0,7,1
Restaurante,BOG,9xI7bcOtQ2YavEcZ6tboOPYME0h1,0,37.18,22.61,0,0,0,0,7,1
Hogar,BOG,9xId3dcrRNYM40SNV71jX4vwGcC3,0,21.6,19.05,0,0,0,0,7,1
Restaurante,BOG,9xLdM5SUOEOSSa73tyOyEE1W6DW2,0,26.94,19.7,0,0,0,0,4,1
Comercio,BOG,9xRJV0RqFBP2YK7VB6R3w2bUOvC3,0,102.0,63.5,0,0,0,0,6,0
Hogar,BOG,9xVXomOXTdYQKOPm44Fl3yTyBK22,0,34.5,28.64,0,0,0,0,6,1
Hogar,BAQ,9xeoetHQCcSA5QbrNHmQhtTOWaE3,0,17.0,10.82,0,0,0,0,3,1
Comercio,CMX,9xgMd4YwEkh1RIYYhIZwxBzjCPa2,0,10.0,6.21,0,0,0,0,8,0
Restaurante,BOG,9xwCW6f9eXfIBMykx0LsUDtfP3E2,0,30.5,15.83,0,0,0,0,5,1
Líderes de Comunidad,BOG,9y4W3lm5J6RY5swpHxmmjmfIXlg1,0,48.0,37.71,0,0,1,0,8,1
Hogar,BOG,9y6HAc5DDLYbkELI4CC8NiVhaHx2,1,28.1,18.05,0,0,0,0,4,1
Hogar,BOG,9y7ByklfpCen2ij1O4r8osHo6qc2,0,8.9,5.69,0,0,0,0,6,1
Institución,BOG,9yB64hUfoMVJur118B4g80iYcV03,0,100.65,76.27,0,1,0,0,9,1
Comercio,CMX,9yMGW2nFOsO49cqVGZAvcaRCJ9u2,0,1.0,41.24,0,0,0,1,9,0
Restaurante,CMX,9yPpC8n6i0UJL4Y6excKvQpByDD2,0,61.5,26.16,0,1,0,0,8,1
Comercio,CMX,9yT89OoDDpSdpL75g8A6pZDsiAs2,0,29.85,22.22,0,0,0,0,5,0
Restaurante,BOG,9yUm9WvNjuN7tj4WRLgokrI5N3Q2,0,37.5,19.08,0,0,0,0,6,1
Hogar,BAQ,9yiM2F4GpUSby0gShm0XmCuaOqy1,0,27.0,28.02,0,0,1,0,7,1
Hogar,BOG,9ypBtWZwZNakKZB9peKLRXRTRkQ2,0,29.97,19.4,0,0,0,0,7,1
Restaurante,BOG,9ysyOR4I6khd9IyLNDOBpMZC0EA2,0,3.0,6.0,0,0,0,0,6,1
Comercio,CMX,9z0HNJXYSvgN7OM8vSUXPx8jU6b2,0,1.0,18.85,0,1,0,0,11,1
Hogar,BAQ,9z6h2YW4JcesiwjgHUuL9oGDkQl2,0,39.5,29.92,0,0,0,0,5,1
Hogar,BOG,9zS8fFoAFEhm9MPYfgLuyHXQSzo2,0,22.6,26.81,0,0,0,0,9,1
Comercio,CMX,9zU2hXd1x6czWOaLUWcGtO91dVy2,0,22.0,37.92,0,0,0,0,8,0
Hogar,BAQ,A047eOHN3Lcq3AwfRaLMBFOm05i2,0,32.0,34.94,0,0,0,0,6,1
Comercio,BOG,A0QABdmbZKZjkBSXCYrZ2KtEMen2,0,7.0,14.54,0,0,0,1,14,1
Hogar,BAQ,A0V2Y5bhh1hJaijV9IlfiFO9bT43,0,29.0,27.56,0,0,0,0,11,1
Líderes de Comunidad,BOG,A0ogjTbuxTRyKurH5bkhQpUv2q83,0,36.0,39.34,0,0,2,0,8,1
Comercio,BAQ,A17DNnpcP1Zwp6zhdxnONV0TSV13,0,45.0,16.99,0,0,0,0,9,0
Comercio,CMX,A1MrAdvActRbuu82U8inZ1LF6Sp2,0,2.0,23.08,0,0,0,0,8,1
Restaurante,BOG,A1TFRYeaURSDJeC00BSdsJb5uqV2,0,22.0,16.52,1,0,0,4,4,1
Restaurante,CMX,A1aLhvTyuwd6mynxUUJybCnJf3k2,0,5.0,6.87,0,1,0,0,6,1
Hogar,BAQ,A1gNbMkKKnSAteDhiyCTuzFvzup1,0,84.5,57.95,0,0,1,0,7,1
Comercio,BOG,A20I8HftKgT94qJX9k6NdCQz5UF2,0,86.9,65.62,0,0,0,2,5,1
Hogar,BOG,A22IRnPtoeRQEI74sqaHr1XDykG3,0,30.2,19.24,0,0,0,0,1,1
Restaurante,BOG,A25AS2KPnxgZC2MT0N3ueKNZloc2,0,5.0,15.15,0,0,0,0,5,0
Hogar,BOG,A2QDCc7VabRtWdA74XmikIoltww2,0,28.0,27.84,0,0,1,0,10,1
Comercio,BOG,A2QdnU1hMeO4CLJ4rW6MpwCzEoG3,0,26.0,34.29,0,1,0,0,4,1
Hogar,BOG,A2W9oDOyXpPVwziTrfxGKoKauMy2,0,44.7,40.94,0,0,0,0,6,1
Hogar,BOG,A2Z2DX9JA9hS230uVu4hNvbkgCK2,0,32.6,22.69,0,0,0,0,6,1
Comercio,BOG,A2ZX3FPhy6M8izw0nxFz2dWfCNh2,0,45.0,77.61,0,0,0,0,5,0
Restaurante,CMX,A2iZ0NYg4KbgSqkXG8KI0YdN0tP2,0,40.5,26.32,0,0,0,0,8,1
Hogar,BOG,A2jh3XwADWY3fnMMxsBUYGBGPfJ3,0,12.6,13.84,0,0,0,0,11,1
Restaurante,BOG,A2zzC4JvxsM4QpK0zTTZvoLccfI3,0,5.0,15.15,0,1,0,0,12,1
Hogar,BOG,A30YrW49tCZScX9VFbPxhc368s12,0,45.9,44.72,0,0,0,0,4,1
Hogar,BOG,A3LDbo4OfjR2QW7ZQb722xTr29z2,0,17.4,17.4,0,0,0,0,12,1
Restaurante,BOG,A3LxDeZSEXaoO0iLutRa22boD2z1,0,50.5,62.84,0,0,0,0,5,0
Hogar,BOG,A3MkN5lYZlS4En3wOpU5drRuFVe2,0,15.11,11.43,0,0,0,0,6,1
Hogar,BOG,A3N1akbmw5MiIt4ZSpK66WHvzU92,0,2.0,5.48,0,0,0,0,10,1
Restaurante,BOG,A3ethPMRcAcVGuG9Kht0SxwkAWx1,0,16.1,12.87,0,0,0,0,7,1
Hogar,BOG,A3oLjzx1Y8QioqIyjy4SBx0SUew1,0,29.2,36.72,0,0,0,0,7,1
Comercio,BOG,A3sjFLFjGia37fkKfPsIrDFSqco2,0,3.0,37.77,0,0,0,0,10,0
Comercio,BAQ,A40wtxI38uVrIyIwwkvEa3KjPdM2,0,67.1,31.92,0,0,0,0,6,1
Comercio,BOG,A4Bh8PUXUyeKbdncq5P7ciP6eI23,0,59.6,54.38,0,0,0,0,5,1
Comercio,BAQ,A4EKDihr19gOU4hOc8e9ngyvD0C2,0,61.0,41.72,0,1,0,0,9,1
Hogar,BOG,A4HEQrYQknfIibnfO8zrqRKyyxN2,0,64.9,51.77,0,0,0,0,3,1
Restaurante,BOG,A4Nr2xG1KSbrGUouFHEnqLQ0LZu1,0,145.0,81.72,0,0,0,0,6,1
Hogar,BOG,A4QQVzMoGbVNFRkavYU65V7chQI3,0,37.9,29.39,0,0,0,0,7,1
Hogar,BOG,A4VU6BzeHlgZ1INBhi4Vebxz8tK2,0,28.8,21.76,0,0,0,0,10,1
Hogar,BOG,A4hgGYHvRNXHeYwKnDrRaLI526C2,0,35.75,40.63,0,0,0,0,6,1
Comercio,CMX,A519XxxG9PZS8PIX1hFD6Fdn36Q2,0,23.0,25.7,0,0,0,1,6,0
Restaurante,BOG,A51VwqVNocgoyZ4tfDHsJYH0zfw2,0,67.5,31.63,0,0,0,0,4,0
Restaurante,BOG,A5BJpWrwSwZdxjWAKdBPGa5HQqo2,0,21.1,31.55,0,0,1,2,5,1
Hogar,BOG,A5QwYMpb8uUENLAiKCaoyZr0f4r1,0,6.0,13.58,0,0,0,0,4,1
Restaurante,CMX,A5Rpbd8nssYjyjIHLemht9LfrsI3,0,21.2,24.69,0,0,0,0,9,1
Hogar,BOG,A5nCRtR1rDSMYGCsiFstKwYY2Mk2,0,31.0,29.03,0,0,0,0,10,1
Comercio,BOG,A5pa3CDtLcQJDOxHvFWCOkkle393,0,33.0,138.55,0,0,0,0,6,1
Hogar,BOG,A668NTgGrCM6jerI25FBy9Ha1Xh2,0,32.3,30.25,0,0,0,0,5,0
Restaurante,CMX,A69aUTZubRdzWH00gNYyHWUCEoF2,0,21.0,22.11,0,0,0,0,6,0
Hogar,BOG,A6BxPxl15Hh92DpN3wOrY8fl4xf2,0,37.4,41.03,0,0,1,0,10,1
Hogar,BOG,A6GHASCrC4XX6cIc4lgHAKCxFEi2,0,44.1,33.61,0,0,0,0,2,1
Hogar,BOG,A6GV4E4Lscf49lROUHsdUGpYSE83,0,54.3,28.18,0,0,0,0,6,1
Comercio,BOG,A6NMmXisIxde8DSqo2kLNiWULMT2,0,39.5,25.14,0,0,0,0,8,1
Restaurante,CMX,A6ZXEeyzxlgXWA27A1SszjCtOt83,0,29.05,26.99,0,0,0,1,5,1
Hogar,BOG,A6yDJ7dpB4esPjAiopS6BNUYdQD3,0,43.8,31.26,0,0,1,0,2,0
Hogar,BOG,A6zdwanm3cfODranlRJM0bpJGUH3,0,25.7,22.14,0,0,0,0,12,1
Restaurante,BOG,A6zyZPeLGKg5W0gYvhR8onIe4QU2,0,72.0,22.76,0,0,0,4,6,1
Restaurante,CMX,A719g57l53cCJCedXIuISio2n243,0,57.5,41.08,0,0,0,0,6,1
Comercio,BOG,A75J0mmTIKhFUM9Yd37adDkMaXJ2,0,80.0,28.2,0,0,0,0,10,1
Restaurante,BOG,A7KymgjMMUcvQzI4LMyAiLec20r2,0,23.0,28.14,0,0,0,2,11,1
Hogar,BOG,A7ez5ATpY7V46CHlNmD9htIzp6G2,0,42.9,31.78,0,0,0,0,7,1
Hogar,BOG,A7lNevSy65PliGPIAoW6U41pESw2,0,45.6,41.57,0,0,1,0,7,1
Restaurante,BOG,A7wQgPdpcjZvc3VnTkh4hgB5QUq1,0,34.6,25.99,0,0,0,0,5,1
Hogar,BOG,A81IwFmK0ued1MQgKfSkD1CRx0q1,0,43.5,37.34,0,0,1,0,7,1
Restaurante,BOG,A8BraenP8fgMWo3PuC22o3HYbE73,0,2.0,5.48,0,0,0,0,6,1
Comercio,CMX,A8I9I3nu5ncrBu10qv1QTgEhxTU2,0,50.0,34.92,0,0,0,0,6,1
Hogar,BOG,A8Qj2dErnxa18oWsYAowooki59i2,0,9.9,18.32,0,0,0,0,10,1
Restaurante,CMX,A8bkUJp85gR07AI5b7RtbQai2sy1,0,4.5,4.26,0,1,0,0,8,0
Hogar,BOG,A8hUqGBFmUQbaauiSubQBZs3OZn2,0,78.9,82.04,0,0,2,7,9,1
Comercio,CMX,A8lhM6Q8CbgPRkJoA2Fqk4Kb4Oz2,0,1.0,42.44,0,0,0,0,8,1
Comercio,BOG,A8oiJi2C09hXCHX6t9mk97cW9wp2,0,200.0,2313.17,0,1,0,0,8,1
Restaurante,BOG,A98eigJKusg1XtRcXjtgdjVNFq02,0,2.0,5.48,0,1,0,0,4,1
Comercio,BAQ,A9AdYU01JkgwgcSFbQwUxxHzmhx2,0,45.0,26.1,1,1,0,0,6,1
Restaurante,BOG,A9CFHzpumbVCHyda4blE52t4RHw1,0,24.8,32.42,0,0,0,0,3,0
Comercio,CMX,A9SLmxEE1XerF9JbE2nC4z9LW1Z2,0,7.0,32.9,0,0,0,1,8,0
Institución,BOG,A9V7E3B5QbZLjrGGOf4qMz8XkhJ2,0,75.5,57.43,0,0,1,0,5,1
Comercio,BOG,A9YHGWWCZjZIC2wGBYF8FU0Rtsv2,0,14.0,163.76,0,0,0,0,7,0
Hogar,BOG,A9caYukmHggwCn2WXzPAJacTltq2,0,6.0,11.99,0,0,0,0,6,1
Restaurante,BOG,A9ojOYtNlcOPCvTGG85aYD7q7L03,0,38.0,18.44,0,1,0,0,5,1
Restaurante,BOG,A9qUbhozpUVAuHCTAdcnkLBe0C02,0,29.6,25.35,0,1,0,0,4,1
Hogar,BAQ,AA7igYxgMiQsMyGj7NgD70JlHHA3,0,27.5,32.11,0,0,0,0,6,1
Hogar,BAQ,AAERP1M7vORaMJ4y4ooPKb66KCs2,0,17.6,27.22,0,0,1,0,9,1
Restaurante,CMX,AAXOj7eD0NM40QbZhzcUOGM1ni42,0,4.0,5.88,0,1,0,0,8,1
Hogar,BOG,AAa7VsPP8jgbBycUIy1T6WqPUGr2,0,36.0,20.52,0,0,0,0,5,1
Hogar,CMX,AAbdC5UkKYOdFWFLIpvFznHGicW2,0,17.45,22.45,0,0,0,0,6,0
Restaurante,BOG,AAbsZEMM95XlOHpvmp8CeRnbC3k2,0,14.0,29.48,0,0,0,1,4,0
Hogar,BOG,AAc3JMEBAZeEaAutlwOSVp0NGSI2,0,70.2,51.92,0,0,1,0,7,1
Comercio,CMX,AAhkSnuzxoeOBYdLKRN0IzC0ACe2,0,1.0,42.44,0,0,0,0,5,1
Restaurante,BOG,AAhv6799iFUQjL0tcbhculM6U5D3,0,35.05,31.24,0,0,2,1,4,1
Comercio,BOG,AAl68r1PlwbVpEv6OyUPClnUd232,0,41.5,40.45,0,0,0,0,5,1
Restaurante,BOG,AAnNANuYqPes0ec4oWXKscQF9S73,0,47.5,17.96,0,1,0,0,8,1
Comercio,BOG,AB6sLU7RYWbTjWx4RCoF5TbW8aB3,0,62.0,189.99,0,0,0,1,9,1
Hogar,BOG,AB9Owqy1lMQ8xF4jnGoMjhCGick1,0,70.3,56.45,0,0,2,1,5,1
Institución,BOG,ABFX0NJHBWQGhLq11YwtUZnmcMl2,0,200.5,204.29,1,1,2,0,5,1
Hogar,BOG,ABLziYhmxLYrJup6uzmj0ejCiCO2,0,3.0,4.8,0,0,0,0,9,1
Restaurante,CMX,ABVCEPI5m8Ss4doGU63IFBDCRtM2,0,13.0,27.27,0,0,0,0,5,1
Comercio,BOG,ABqzqU4s7lc4doZn6sj8IcIHMZH2,0,85.86,70.03,0,0,0,0,8,1
Restaurante,CMX,ACTMz9ABJHW6mJa4Qq3ACii0Au03,0,55.0,40.47,0,0,0,0,5,1
Hogar,BOG,ACYilLafLUVn33alo9cqSvN4xSJ3,0,275.0,205.85,0,0,7,8,7,1
Restaurante,CMX,ACmhevPTHJbCMSJd0TxJ5omXqWC2,0,13.2,26.26,0,0,0,0,5,1
Comercio,BAQ,ACxntVUEbuRYecHlnJmrS9WCvsG3,0,67.0,42.99,0,0,0,0,6,1
Comercio,BOG,ADdNtGt4LUU0LP6zxX4ya4WGFqt2,0,19.5,29.15,0,0,0,0,5,1
Hogar,BOG,ADn7fM4X7Pbs5V7hRgrw983MLk83,0,39.6,24.5,0,0,0,0,10,0
Restaurante,CMX,AEBkt8jR2Pb7QdrLQKyOPfZigB53,0,35.0,38.63,0,0,1,0,7,1
Restaurante,CMX,AEMeytKAyObGfgJfmxve7hIr9LH2,0,55.5,48.63,0,0,0,0,9,1
Comercio,BAQ,AEYs7qUZbtUdDGkC6EfowZ9lSiP2,0,26.0,15.04,0,1,0,0,5,1
Hogar,BOG,AEd9FJLdC3elDMGwuuUoXPropFH2,0,22.75,35.03,0,0,0,0,7,1
Restaurante,BOG,AEh4lsb4wwa2s3Lidb8JwNx0d0r2,0,70.0,18.61,0,0,0,1,6,0
Restaurante,CMX,AExemX4q51SqsC7owzi1AguLCYB3,0,24.0,29.35,0,0,0,0,6,0
Comercio,BOG,AEzTDyTCQZasQlO4XniiwifDL2X2,0,6.0,35.79,0,0,0,1,9,1
Restaurante,CMX,AF33Fti4GBOsz8EO5H8CooVx1U22,0,62.0,109.87,0,0,0,0,7,1
Hogar,BAQ,AFCGR785lvWprdGFIZSCW1ld5NH3,0,31.9,31.4,0,0,0,0,2,1
Comercio,BAQ,AFCiPk6LbOQ21HiDOaFkUknZBzC3,0,33.5,27.65,0,0,0,1,7,1
Hogar,BOG,AFDtvKTLKoQuhAehgKOV2mTuEqi2,0,17.5,19.14,0,0,0,0,6,1
Comercio,CMX,AFLkG26NgSUXX7dX7MQyUrEJHcH3,0,1.0,42.44,0,0,0,0,7,0
Hogar,BOG,AFQC7rU0qSOVsb9LGoWljzWDpw43,0,38.01,43.03,0,0,0,2,8,1
Hogar,BOG,AFbYgLuGqZUAZdHqjoQLBOOMYSD3,0,44.8,30.39,0,0,0,0,4,1
Hogar,BOG,AFkI1mjHFMSnxJSxrkuzIwnAFNA3,0,31.0,38.25,0,0,1,0,3,1
Hogar,BOG,AFsKAAm3gLXBnE1ZAUEXNDAOqPj2,0,40.1,29.53,0,0,0,0,2,1
Institución,BOG,AFyTDlLpl8WgpZEdYsgnc0uOwGC2,0,20.0,383.19,0,0,0,0,6,1
Restaurante,CMX,AG4TI9thSZdp4Houooydl5uBlO63,0,11.4,15.08,0,0,0,0,7,0
Restaurante,BOG,AG59D37gx3bfvU8II9ZPFigO2473,0,2.0,27.58,0,0,0,0,11,1
Hogar,CMX,AG7lO5lnA0bdZMEwSC0su7yhzzD2,0,44.9,47.89,0,0,0,0,5,1
Hogar,BOG,AGNnczWJrIMKEWf2GzZrQ8JP1ET2,0,71.0,48.6,0,0,0,0,9,1
Comercio,BAQ,AGVFXQJJDaQKApwF9RKokJ8Cilm1,0,51.0,23.59,0,0,0,0,6,1
Hogar,BOG,AGVl5vXNUERhsv0V6MGARAdpN8N2,0,33.5,27.81,0,0,0,0,9,1
Hogar,BOG,AGcFBcWqvJWnXJ3Qu7XGFeWFkTD3,0,76.4,64.61,0,0,0,0,4,1
Restaurante,CMX,AGrqZMRy4URN3MRrAErqNEqQq4y1,0,52.0,72.24,0,0,0,0,7,1
Restaurante,BOG,AGvQ3RGSoBTF5zG7Ds5dEAEJmqI3,0,22.82,27.92,0,0,0,0,9,1
Hogar,BAQ,AGzP6txgAZNAXZTDYsfTW8ECYni2,0,31.2,39.94,0,0,1,0,5,1
Comercio,CMX,AHIKoEuicKfHSwMi07oNqWIZaUI3,0,20.0,67.41,0,0,0,0,4,1
Restaurante,CMX,AHaqyUp7pPWfCI7p2h4PI49TY7a2,0,25.0,25.89,0,1,0,0,6,1
Comercio,BOG,AHj3xTiS0MNJX1zXLGRXyd1BnUz2,0,2.0,24.78,0,1,0,0,5,1
Hogar,BAQ,AHy46FribDXaaPZaFivRuEcZNF53,0,40.0,22.58,0,0,0,0,10,1
Comercio,BAQ,AIJFoE3WX3dq8i720PPjkkzA6272,0,103.0,34.5,1,0,1,0,4,1
Comercio,BOG,AIJyB7tPPuNGLc6wM8GNb4SyavG3,0,5.5,15.38,0,0,0,0,6,0
Hogar,BOG,AILk64gxSkawoTCzfIwFswz8PVb2,0,77.9,72.44,0,0,0,0,8,1
Restaurante,CMX,AIqDd5G0AzeftZVhkvyiaGfdKu02,0,37.0,32.15,0,0,0,0,7,0
Hogar,BOG,AIzz9OAejThoxzWx3YLaZAzUYHk2,0,81.1,69.5,0,0,0,0,6,1
Hogar,CMX,AJ5e33KbUsNu4nRZshUe59zIw6W2,0,92.4,83.48,0,0,0,0,4,1
Hogar,BOG,AJ6ARf1mUcRqg9HdpeyZXd3UOQd2,0,28.0,27.96,0,0,1,0,5,1
Hogar,BAQ,AJPs4TXGoET4dY4byX3dK1u0Ai53,1,102.8,86.31,0,0,0,0,6,1
Hogar,BOG,AJe5EOs2ssQI5qjujKXKOhkZD2x1,0,23.3,23.61,0,0,0,0,10,1
Comercio,BOG,AJqYPHzamrOrioqBEwiODRjX9vA3,0,15.0,22.09,0,0,0,0,4,1
Hogar,BOG,AK6B57b6e0XeF4dm547UzrzzLi92,0,40.8,29.8,0,0,0,0,7,1
Comercio,BAQ,AKCxOHGwZ4choeeYglHEOTmFIWE3,0,2.0,46.57,0,0,0,0,6,1
Restaurante,CMX,AKJ3nbi7E9ghPBW30IcIGW4kQ0R2,0,26.35,54.57,0,0,0,0,5,1
Hogar,BOG,AKQ75YAwYmZOC9Nx25M0iCv2gYn1,0,9.5,8.67,0,0,0,0,4,1
Hogar,BOG,AKQksjvErybawLAb6ISAYSULopB3,0,24.0,58.8,0,0,0,0,7,1
Hogar,BOG,AKqlUG3UvRgiZchDwaNXXHPX8hx1,0,28.0,22.23,0,0,0,0,4,1
Hogar,BOG,AKwZi8wyFwaMVDtkcIu2GsDDyA53,0,18.2,13.43,0,0,0,0,6,1
Restaurante,CMX,AL8mfb10RxX84RoEW3IbEsCPVtI3,0,3.5,3.4,0,1,0,0,9,1
